#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,
61,Thu Mar 18 21:55:08 CST 2021,6,0,StandAloneSingleThreadTokenCountMVC,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,21,3,false,,,,
62,Thu Mar 18 21:55:25 CST 2021,6,0,StandAloneSingleThreadTokenCountMapReduce,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,21,4,false,,,,
63,Thu Mar 18 21:59:17 CST 2021,6,0,MapReduceClasses,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,22,0,true,ReducerClass SumMapperClass TokenCountsMapperClass ,A1ConfigurationProvided ,,
64,Thu Mar 18 21:59:21 CST 2021,6,0,SingleThreadTokenCount,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,22,1,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
65,Thu Mar 18 22:05:06 CST 2021,6,0,SingleThreadIntSum,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,23,0,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,A1ConfigurationProvided ,,
66,Thu Mar 18 22:05:08 CST 2021,6,0,MapReduceFactories,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,23,1,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,,,
67,Thu Mar 18 22:06:58 CST 2021,6,0,MapReduceClasses,ReducerClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper , ,24,0,true,ReducerClass SumMapperClass TokenCountsMapperClass ,A1ConfigurationProvided ,,
68,Thu Mar 18 22:07:09 CST 2021,17,11,SingleThreadTokenCount,ReducerClass StandAloneSingleThreadTokenCountMapReduce+ StandAloneSingleThreadTokenCountResult+ TokenCountingMapper+ TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC SumMapperClass , ,24,1,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
69,Thu Mar 18 22:07:46 CST 2021,17,0,A1GeneralStyleSuite,ReducerClass StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC SumMapperClass , ,24,2,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ,,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,
70,Thu Mar 18 22:07:47 CST 2021,17,0,A1SpecificStyleSuite,ReducerClass StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC SumMapperClass , ,24,3,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes ,,,
71,Thu Mar 18 22:09:23 CST 2021,17,0,SingleThreadTokenCount,ReducerClass StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC SumMapperClass , ,25,0,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,A1ConfigurationProvided ,,
72,Thu Mar 18 22:10:06 CST 2021,17,0,SingleThreadTokenCount,ReducerClass StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult StandAloneSingleThreadTokenCountMVC SumMapperClass , ,26,0,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,A1ConfigurationProvided ,,
73,Thu Mar 18 22:10:44 CST 2021,20,3,SingleThreadTokenCount,ReducerClass StandAloneSingleThreadTokenCountMVC+ StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,27,0,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,A1ConfigurationProvided ,,
74,Thu Mar 18 22:10:51 CST 2021,20,0,MapReduceClasses,ReducerClass StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,27,1,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
75,Thu Mar 18 22:10:57 CST 2021,20,0,SingleThreadTokenCount,ReducerClass StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,27,2,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
76,Thu Mar 18 22:11:01 CST 2021,20,0,SingleThreadIntSum,ReducerClass StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,27,3,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
77,Thu Mar 18 22:11:03 CST 2021,20,0,MapReduceFactories,ReducerClass StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerFactory StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,27,4,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,,,
78,Thu Mar 18 22:12:09 CST 2021,34,14,MapReduceFactories,DefaultFactoryMapObject+ DefaultFactoryReduceObject+ MapperFactory+ ReducerClass ReducerFactory+ StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,28,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
79,Thu Mar 18 22:12:14 CST 2021,34,0,MapReduceClasses,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,28,1,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
80,Thu Mar 18 22:12:18 CST 2021,34,0,SingleThreadTokenCount,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,28,2,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
81,Thu Mar 18 22:18:03 CST 2021,34,0,A1GeneralStyleSuite,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,28,3,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ,,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,
82,Thu Mar 18 22:18:16 CST 2021,34,0,A1SpecificStyleSuite,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,28,4,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes ,,,
83,Thu Mar 18 22:25:01 CST 2021,34,0,MapReduceFactories,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,29,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
84,Thu Mar 18 22:25:06 CST 2021,34,0,MapReduceClasses,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,29,1,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
85,Thu Mar 18 22:25:10 CST 2021,34,0,SingleThreadTokenCount,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ConfigurationProvided A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,29,2,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
86,Thu Mar 18 22:39:00 CST 2021,31,-3,MapReduceFactories,A1ConfigurationProvided+ MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject- DefaultFactoryReduceObject- IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,30,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
87,Thu Mar 18 22:40:28 CST 2021,31,0,MapReduceFactories,A1ConfigurationProvided MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,31,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
88,Thu Mar 18 22:42:26 CST 2021,34,3,SingleThreadIntSum,A1ConfigurationProvided IntSummingMapper+ MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult SumMapperClass , ,31,1,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
89,Thu Mar 18 22:42:28 CST 2021,37,3,MapReduceClasses,A1ConfigurationProvided IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass+ TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,31,2,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
90,Thu Mar 18 22:42:33 CST 2021,34,-3,SingleThreadTokenCount,A1ConfigurationProvided IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult TokenCountingMapper- , ,31,3,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
